objID,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,dered_u,dered_g,dered_r,dered_i,dered_z
1237663783133708698,25.85943,21.84585,20.66201,20.0605,19.6531,25.67144,21.70753,20.56169,19.98443,19.59917
1237663783134560435,20.46658,18.52913,17.33661,16.8335,16.43884,20.29487,18.40279,17.24497,16.76402,16.38958
1237663783135609845,21.80797,20.33053,19.58045,19.09924,18.68567,21.63503,20.20329,19.48816,19.02926,18.63605
1237663783136067815,21.79636,20.9502,20.0351,19.6111,19.51792,21.63056,20.82821,19.94663,19.54401,19.47035
1237663783136854235,21.56888,21.34597,20.97717,21.00797,20.87025,21.43421,21.24688,20.90531,20.95347,20.83161
1237663783138624367,25.03907,21.47625,21.0063,20.60197,20.5971,24.85652,21.34193,20.90888,20.5281,20.54472
1237663783140000375,21.68397,20.11129,19.14036,18.67016,18.22172,21.5214,19.99167,19.0536,18.60438,18.17508
1237663783140065931,22.93865,21.75906,21.10275,20.83455,20.82596,22.77645,21.63971,21.01619,20.76892,20.77942
1237663783140328086,20.65013,19.96547,19.25226,18.93188,18.81065,20.50368,19.85771,19.17411,18.87262,18.76863
1237663783140720840,21.66551,19.61611,18.12319,17.52812,17.10923,21.52017,19.50917,18.04563,17.46931,17.06753
1237663783141441647,19.77378,18.71699,18.34199,18.03818,18.11206,19.59866,18.58814,18.24853,17.96732,18.06181
1237663783141835725,21.75657,20.52183,19.51895,19.04486,18.68614,21.59776,20.40499,19.4342,18.9806,18.64058
1237663783141966428,21.46272,20.75798,20.21704,19.94943,19.83561,21.25484,20.60503,20.1061,19.86531,19.77597
1237663783661339126,22.70166,21.21049,20.05272,19.51633,19.16506,22.52358,21.07946,19.95769,19.44427,19.11397
1237663783661797768,21.28552,20.34951,19.69616,19.36391,19.3178,21.0985,20.2119,19.59636,19.28823,19.26414
1237663783662649523,20.71348,19.73684,19.35469,19.08551,19.04901,20.56114,19.62475,19.2734,19.02387,19.0053
1237663783662911581,20.95252,19.33731,18.2887,17.77545,17.43062,20.81715,19.23771,18.21646,17.72067,17.39178
1237663783663173820,21.02521,19.8972,19.11059,18.75953,18.53964,20.89566,19.80188,19.04146,18.70711,18.50247
1237663783663305098,22.30917,21.49782,20.60134,20.21411,20.12392,22.19152,21.41125,20.53855,20.1665,20.09017
1237663783664091334,20.2037,18.78267,17.7096,17.24234,16.94979,20.08962,18.69873,17.64872,17.19618,16.91706
1237663783664812351,21.1333,19.98658,19.33393,19.13168,18.93524,21.03299,19.91278,19.28041,19.09109,18.90646
1237663783665336925,23.03919,22.26328,21.63637,21.53982,20.96816,22.95846,22.20388,21.59329,21.50715,20.945
1237663783665730101,22.52098,20.86353,19.95346,19.59144,19.56678,22.42249,20.79106,19.9009,19.55158,19.53852
1237663783665860806,19.16748,17.85087,16.97799,16.53621,16.24735,19.05761,17.77003,16.91936,16.49175,16.21583
1237663783665860940,21.03368,19.74451,19.02764,18.65141,18.52199,20.91042,19.65382,18.96185,18.60153,18.48662
1237663783666516561,21.93471,21.12243,20.63049,20.48122,19.93139,21.80661,21.02818,20.56213,20.42938,19.89464
1237663783666581814,20.62226,19.27304,18.60711,18.29995,18.05643,20.49024,19.1759,18.53666,18.24652,18.01855
1237663783667040480,22.89902,20.24634,19.11532,18.61692,18.25671,22.76378,20.14683,19.04315,18.5622,18.21791
1237663783667630515,22.83671,22.10136,21.12949,20.92577,20.80958,22.60387,21.93004,21.00524,20.83154,20.74278
1237663783667893113,22.38743,20.68722,19.77323,19.39095,19.06293,22.20771,20.55499,19.67732,19.31823,19.01137
1237663783668023829,24.21163,22.23124,20.41807,19.60814,19.25531,24.03385,22.10043,20.3232,19.53619,19.2043
1237663783670710372,20.41622,19.26042,18.71466,18.38866,18.24065,20.25707,19.14332,18.62973,18.32426,18.19499
1237663783670775918,18.86852,17.85569,17.2953,16.95096,16.74207,18.71865,17.74541,17.21531,16.89031,16.69907
1237663783673332230,23.22779,22.13338,20.61441,20.23475,20.20683,23.05898,22.00916,20.52432,20.16644,20.1584
1237663783674118396,21.20906,20.08503,19.03734,18.62938,18.32786,21.07923,19.9895,18.96805,18.57685,18.29062
1237663783674315119,22.12811,21.11333,20.56405,20.23392,20.25015,22.00367,21.02177,20.49765,20.18357,20.21445
1237663783674511434,20.07896,19.01758,18.42055,18.06198,17.92219,19.91701,18.89842,18.33413,17.99645,17.87573
1237663783675167004,20.90336,20.01007,19.54931,19.28928,19.28629,20.71519,19.87161,19.44888,19.21313,19.2323
1237663783675691751,22.9927,22.00259,21.27103,21.28474,20.81463,22.81256,21.87004,21.1749,21.21185,20.76295
